Product_ID,Product_Name,Category,Brand,Price,Rating,Popularity,Discount,Description,Purchase_Status
1077,Apple_Gaming Console_1076,Gaming Console,Apple,110586,4.6,25,18,Apple Gaming Console premium quality product rating 4.6,1
1078,OnePlus_Gaming Console_1077,Gaming Console,OnePlus,74959,4.2,27,39,OnePlus Gaming Console premium quality product rating 4.2,1
1079,Lenovo_Headphones_1078,Headphones,Lenovo,36826,3.8,42,28,Lenovo Headphones premium quality product rating 3.8,1
1080,Apple_Smartphone_1079,Smartphone,Apple,29530,4.7,97,15,Apple Smartphone premium quality product rating 4.7,1
1081,OnePlus_Laptop_1080,Laptop,OnePlus,42387,3.4,92,68,OnePlus Laptop premium quality product rating 3.4,1
1082,Lenovo_Television_1081,Television,Lenovo,35988,2.6,23,17,Lenovo Television premium quality product rating 2.6,0
1083,Samsung_Camera_1082,Camera,Samsung,24360,3.7,65,37,Samsung Camera premium quality product rating 3.7,0
1084,Lenovo_Camera_1083,Camera,Lenovo,87597,2.5,18,26,Lenovo Camera premium quality product rating 2.5,1
1085,Samsung_Smartwatch_1084,Smartwatch,Samsung,68248,3.7,29,57,Samsung Smartwatch premium quality product rating 3.7,1
1086,Lenovo_Camera_1085,Camera,Lenovo,55713,3.8,99,13,Lenovo Camera premium quality product rating 3.8,1
1087,OnePlus_Gaming Console_1086,Gaming Console,OnePlus,124238,2.9,89,12,OnePlus Gaming Console premium quality product rating 2.9,1
1088,HP_Laptop_1087,Laptop,HP,123454,3.1,79,51,HP Laptop premium quality product rating 3.1,1
1089,Samsung_Television_1088,Television,Samsung,149434,4.8,35,2,Samsung Television premium quality product rating 4.8,0
1090,Sony_Tablet_1089,Tablet,Sony,114381,3.4,64,18,Sony Tablet premium quality product rating 3.4,0
1091,Apple_Gaming Console_1090,Gaming Console,Apple,91148,4.9,94,67,Apple Gaming Console premium quality product rating 4.9,1
1092,Dell_Headphones_1091,Headphones,Dell,88996,4.7,77,40,Dell Headphones premium quality product rating 4.7,0
1093,OnePlus_Television_1092,Television,OnePlus,38123,5.0,58,45,OnePlus Television premium quality product rating 5.0,1
1094,Lenovo_Tablet_1093,Tablet,Lenovo,50406,3.1,43,48,Lenovo Tablet premium quality product rating 3.1,1
1095,Sony_Tablet_1094,Tablet,Sony,30345,3.2,66,37,Sony Tablet premium quality product rating 3.2,1
1096,Samsung_Tablet_1095,Tablet,Samsung,124289,4.5,25,47,Samsung Tablet premium quality product rating 4.5,0
1097,Lenovo_Headphones_1096,Headphones,Lenovo,85729,4.7,38,20,Lenovo Headphones premium quality product rating 4.7,1
1098,Sony_Television_1097,Television,Sony,45297,2.8,44,27,Sony Television premium quality product rating 2.8,1
1099,Sony_Gaming Console_1098,Gaming Console,Sony,67119,3.4,3,65,Sony Gaming Console premium quality product rating 3.4,0
1100,Asus_Camera_1099,Camera,Asus,113612,3.2,11,68,Asus Camera premium quality product rating 3.2,0
1101,Samsung_Smartphone_1100,Smartphone,Samsung,107302,3.9,94,45,Samsung Smartphone premium quality product rating 3.9,0
1102,Dell_Smartwatch_1101,Smartwatch,Dell,144294,3.8,2,26,Dell Smartwatch premium quality product rating 3.8,1
1103,HP_Gaming Console_1102,Gaming Console,HP,115100,3.4,52,44,HP Gaming Console premium quality product rating 3.4,1
1104,Asus_Smartwatch_1103,Smartwatch,Asus,135364,2.7,25,1,Asus Smartwatch premium quality product rating 2.7,1
1105,Lenovo_Laptop_1104,Laptop,Lenovo,80432,2.9,97,0,Lenovo Laptop premium quality product rating 2.9,0
1106,Sony_Television_1105,Television,Sony,82707,4.0,57,34,Sony Television premium quality product rating 4.0,1
1107,Samsung_Television_1106,Television,Samsung,12957,3.2,57,46,Samsung Television premium quality product rating 3.2,0
1108,HP_Smartwatch_1107,Smartwatch,HP,146779,3.8,88,32,HP Smartwatch premium quality product rating 3.8,0
1109,Dell_Laptop_1108,Laptop,Dell,60311,2.7,76,38,Dell Laptop premium quality product rating 2.7,1
1110,OnePlus_Tablet_1109,Tablet,OnePlus,5727,2.7,44,8,OnePlus Tablet premium quality product rating 2.7,0
1111,OnePlus_Gaming Console_1110,Gaming Console,OnePlus,147001,4.1,96,14,OnePlus Gaming Console premium quality product rating 4.1,0
1112,HP_Gaming Console_1111,Gaming Console,HP,115805,3.3,74,23,HP Gaming Console premium quality product rating 3.3,1
1113,Asus_Laptop_1112,Laptop,Asus,40929,2.6,55,15,Asus Laptop premium quality product rating 2.6,1
1114,Samsung_Laptop_1113,Laptop,Samsung,92580,4.4,14,48,Samsung Laptop premium quality product rating 4.4,0
1115,Apple_Television_1114,Television,Apple,129984,3.4,58,13,Apple Television premium quality product rating 3.4,1
1116,Sony_Camera_1115,Camera,Sony,12526,3.4,82,22,Sony Camera premium quality product rating 3.4,0
1117,Asus_Smartphone_1116,Smartphone,Asus,76185,4.0,32,60,Asus Smartphone premium quality product rating 4.0,1
1118,Sony_Headphones_1117,Headphones,Sony,99533,4.5,34,24,Sony Headphones premium quality product rating 4.5,0
1119,OnePlus_Laptop_1118,Laptop,OnePlus,10972,2.8,16,60,OnePlus Laptop premium quality product rating 2.8,1
1120,Apple_Gaming Console_1119,Gaming Console,Apple,17879,4.2,99,15,Apple Gaming Console premium quality product rating 4.2,1
1121,Sony_Smartwatch_1120,Smartwatch,Sony,16953,3.3,17,31,Sony Smartwatch premium quality product rating 3.3,0
1122,Sony_Tablet_1121,Tablet,Sony,104976,4.3,61,37,Sony Tablet premium quality product rating 4.3,1
1123,Asus_Camera_1122,Camera,Asus,75400,4.9,45,46,Asus Camera premium quality product rating 4.9,0
1124,Apple_Laptop_1123,Laptop,Apple,70421,4.2,71,45,Apple Laptop premium quality product rating 4.2,1
1125,OnePlus_Gaming Console_1124,Gaming Console,OnePlus,94402,4.8,96,16,OnePlus Gaming Console premium quality product rating 4.8,1
1126,OnePlus_Smartwatch_1125,Smartwatch,OnePlus,139585,3.0,63,24,OnePlus Smartwatch premium quality product rating 3.0,0
1127,Samsung_Smartwatch_1126,Smartwatch,Samsung,123637,3.2,26,8,Samsung Smartwatch premium quality product rating 3.2,1
1128,OnePlus_Tablet_1127,Tablet,OnePlus,145179,4.3,86,29,OnePlus Tablet premium quality product rating 4.3,0
1129,Sony_Headphones_1128,Headphones,Sony,47942,4.6,49,18,Sony Headphones premium quality product rating 4.6,0
1130,Sony_Gaming Console_1129,Gaming Console,Sony,130604,4.4,26,1,Sony Gaming Console premium quality product rating 4.4,1
1131,Dell_Smartwatch_1130,Smartwatch,Dell,118457,2.8,59,27,Dell Smartwatch premium quality product rating 2.8,0
1132,OnePlus_Headphones_1131,Headphones,OnePlus,80164,2.8,18,54,OnePlus Headphones premium quality product rating 2.8,0
1133,Lenovo_Camera_1132,Camera,Lenovo,6737,4.1,99,10,Lenovo Camera premium quality product rating 4.1,1
1134,Sony_Smartwatch_1133,Smartwatch,Sony,133692,4.3,56,27,Sony Smartwatch premium quality product rating 4.3,1
1135,HP_Smartphone_1134,Smartphone,HP,103185,4.3,83,47,HP Smartphone premium quality product rating 4.3,1
1136,Dell_Smartwatch_1135,Smartwatch,Dell,125811,2.5,23,12,Dell Smartwatch premium quality product rating 2.5,1
1137,Lenovo_Smartwatch_1136,Smartwatch,Lenovo,37376,5.0,21,57,Lenovo Smartwatch premium quality product rating 5.0,0
1138,Sony_Tablet_1137,Tablet,Sony,25991,3.4,95,5,Sony Tablet premium quality product rating 3.4,1
1139,Dell_Headphones_1138,Headphones,Dell,106387,3.0,2,14,Dell Headphones premium quality product rating 3.0,1
1140,OnePlus_Smartphone_1139,Smartphone,OnePlus,108579,3.5,30,31,OnePlus Smartphone premium quality product rating 3.5,1
1141,OnePlus_Headphones_1140,Headphones,OnePlus,32909,3.1,88,23,OnePlus Headphones premium quality product rating 3.1,0
1142,Asus_Tablet_1141,Tablet,Asus,146002,4.1,24,64,Asus Tablet premium quality product rating 4.1,1
1143,Apple_Smartwatch_1142,Smartwatch,Apple,58915,4.0,71,22,Apple Smartwatch premium quality product rating 4.0,1
1144,Lenovo_Headphones_1143,Headphones,Lenovo,116266,4.4,42,27,Lenovo Headphones premium quality product rating 4.4,1
1145,Samsung_Camera_1144,Camera,Samsung,25187,2.6,53,3,Samsung Camera premium quality product rating 2.6,0
1146,Apple_Television_1145,Television,Apple,43192,3.2,72,62,Apple Television premium quality product rating 3.2,0
1147,HP_Smartphone_1146,Smartphone,HP,65030,3.5,39,61,HP Smartphone premium quality product rating 3.5,0
1148,Lenovo_Gaming Console_1147,Gaming Console,Lenovo,140653,5.0,82,24,Lenovo Gaming Console premium quality product rating 5.0,1
1149,HP_Smartwatch_1148,Smartwatch,HP,100042,3.8,20,10,HP Smartwatch premium quality product rating 3.8,1
1150,Asus_Gaming Console_1149,Gaming Console,Asus,7413,3.1,19,57,Asus Gaming Console premium quality product rating 3.1,1
1151,Samsung_Headphones_1150,Headphones,Samsung,63408,2.9,25,24,Samsung Headphones premium quality product rating 2.9,1
1152,Asus_Gaming Console_1151,Gaming Console,Asus,63703,3.3,74,62,Asus Gaming Console premium quality product rating 3.3,0
1153,Asus_Headphones_1152,Headphones,Asus,72194,4.6,33,9,Asus Headphones premium quality product rating 4.6,1
1154,Sony_Camera_1153,Camera,Sony,109292,4.9,75,47,Sony Camera premium quality product rating 4.9,1
1155,Lenovo_Camera_1154,Camera,Lenovo,115186,3.4,93,1,Lenovo Camera premium quality product rating 3.4,1
1156,HP_Laptop_1155,Laptop,HP,133713,4.0,55,59,HP Laptop premium quality product rating 4.0,1
1157,Dell_Camera_1156,Camera,Dell,26630,4.6,19,26,Dell Camera premium quality product rating 4.6,0
1158,Apple_Smartwatch_1157,Smartwatch,Apple,117167,2.9,17,7,Apple Smartwatch premium quality product rating 2.9,1
1159,Apple_Laptop_1158,Laptop,Apple,109823,4.4,71,52,Apple Laptop premium quality product rating 4.4,1
1160,Apple_Laptop_1159,Laptop,Apple,143562,3.4,55,45,Apple Laptop premium quality product rating 3.4,1
1161,Lenovo_Camera_1160,Camera,Lenovo,115218,4.3,39,34,Lenovo Camera premium quality product rating 4.3,1
1162,OnePlus_Camera_1161,Camera,OnePlus,57021,3.8,92,39,OnePlus Camera premium quality product rating 3.8,0
1163,Dell_Gaming Console_1162,Gaming Console,Dell,60568,4.7,52,8,Dell Gaming Console premium quality product rating 4.7,0
1164,HP_Smartphone_1163,Smartphone,HP,69340,2.7,6,12,HP Smartphone premium quality product rating 2.7,1
1165,Asus_Smartphone_1164,Smartphone,Asus,63759,3.0,67,10,Asus Smartphone premium quality product rating 3.0,1
1166,Apple_Smartphone_1165,Smartphone,Apple,132152,4.9,62,35,Apple Smartphone premium quality product rating 4.9,1
1167,Lenovo_Laptop_1166,Laptop,Lenovo,106735,3.5,4,29,Lenovo Laptop premium quality product rating 3.5,1
1168,HP_Headphones_1167,Headphones,HP,102459,4.1,87,67,HP Headphones premium quality product rating 4.1,1
1169,Lenovo_Gaming Console_1168,Gaming Console,Lenovo,39268,5.0,97,57,Lenovo Gaming Console premium quality product rating 5.0,1
1170,Asus_Headphones_1169,Headphones,Asus,79123,2.5,55,61,Asus Headphones premium quality product rating 2.5,1
1171,Apple_Tablet_1170,Tablet,Apple,64624,4.8,77,54,Apple Tablet premium quality product rating 4.8,0
1172,OnePlus_Smartphone_1171,Smartphone,OnePlus,61747,3.1,13,30,OnePlus Smartphone premium quality product rating 3.1,1
1173,Dell_Smartwatch_1172,Smartwatch,Dell,90914,4.1,79,32,Dell Smartwatch premium quality product rating 4.1,1
1174,HP_Smartwatch_1173,Smartwatch,HP,18334,4.8,14,24,HP Smartwatch premium quality product rating 4.8,0
1175,HP_Television_1174,Television,HP,72300,4.9,54,4,HP Television premium quality product rating 4.9,0
1176,Apple_Headphones_1175,Headphones,Apple,121082,3.1,71,37,Apple Headphones premium quality product rating 3.1,1
1177,HP_Camera_1176,Camera,HP,8190,3.9,8,51,HP Camera premium quality product rating 3.9,1
1178,Apple_Camera_1177,Camera,Apple,86099,3.2,27,7,Apple Camera premium quality product rating 3.2,1
1179,HP_Laptop_1178,Laptop,HP,26360,3.9,93,19,HP Laptop premium quality product rating 3.9,1
1180,Sony_Tablet_1179,Tablet,Sony,23807,3.3,38,37,Sony Tablet premium quality product rating 3.3,1
1181,Dell_Smartphone_1180,Smartphone,Dell,115494,3.4,76,16,Dell Smartphone premium quality product rating 3.4,0
1182,Samsung_Gaming Console_1181,Gaming Console,Samsung,117223,4.8,18,5,Samsung Gaming Console premium quality product rating 4.8,1
1183,Dell_Headphones_1182,Headphones,Dell,49194,3.3,54,61,Dell Headphones premium quality product rating 3.3,1
1184,OnePlus_Tablet_1183,Tablet,OnePlus,122491,4.3,10,55,OnePlus Tablet premium quality product rating 4.3,1
1185,Dell_Television_1184,Television,Dell,38349,3.9,5,22,Dell Television premium quality product rating 3.9,0
1186,HP_Headphones_1185,Headphones,HP,12213,4.3,8,19,HP Headphones premium quality product rating 4.3,0
1187,HP_Gaming Console_1186,Gaming Console,HP,44601,5.0,33,30,HP Gaming Console premium quality product rating 5.0,0
1188,Samsung_Smartwatch_1187,Smartwatch,Samsung,146553,5.0,62,22,Samsung Smartwatch premium quality product rating 5.0,1
1189,Lenovo_Gaming Console_1188,Gaming Console,Lenovo,54112,4.3,38,33,Lenovo Gaming Console premium quality product rating 4.3,1
1190,Dell_Tablet_1189,Tablet,Dell,66597,4.9,10,17,Dell Tablet premium quality product rating 4.9,1
1191,Sony_Headphones_1190,Headphones,Sony,56514,4.9,63,31,Sony Headphones premium quality product rating 4.9,1
1192,Lenovo_Camera_1191,Camera,Lenovo,53506,3.9,47,33,Lenovo Camera premium quality product rating 3.9,1
1193,OnePlus_Smartphone_1192,Smartphone,OnePlus,107951,4.0,82,52,OnePlus Smartphone premium quality product rating 4.0,1
1194,Asus_Headphones_1193,Headphones,Asus,74893,2.8,18,51,Asus Headphones premium quality product rating 2.8,0
1195,OnePlus_Gaming Console_1194,Gaming Console,OnePlus,146707,2.7,71,54,OnePlus Gaming Console premium quality product rating 2.7,0
1196,HP_Smartwatch_1195,Smartwatch,HP,87212,4.7,55,24,HP Smartwatch premium quality product rating 4.7,0
1197,Apple_Laptop_1196,Laptop,Apple,32228,3.0,97,23,Apple Laptop premium quality product rating 3.0,0
1198,Sony_Smartwatch_1197,Smartwatch,Sony,42310,3.2,92,56,Sony Smartwatch premium quality product rating 3.2,0
1199,Samsung_Headphones_1198,Headphones,Samsung,56428,2.6,80,11,Samsung Headphones premium quality product rating 2.6,0
1200,Asus_Headphones_1199,Headphones,Asus,12869,4.6,2,14,Asus Headphones premium quality product rating 4.6,1
1201,Asus_Laptop_1200,Laptop,Asus,31442,3.7,16,38,Asus Laptop premium quality product rating 3.7,0
1202,HP_Smartphone_1201,Smartphone,HP,10062,3.4,77,65,HP Smartphone premium quality product rating 3.4,0
1203,OnePlus_Headphones_1202,Headphones,OnePlus,21956,3.1,83,69,OnePlus Headphones premium quality product rating 3.1,1
1204,Asus_Headphones_1203,Headphones,Asus,107081,4.0,58,69,Asus Headphones premium quality product rating 4.0,1
1205,HP_Television_1204,Television,HP,64846,4.9,97,64,HP Television premium quality product rating 4.9,1
1206,Samsung_Laptop_1205,Laptop,Samsung,123922,3.3,77,64,Samsung Laptop premium quality product rating 3.3,0
1207,Apple_Laptop_1206,Laptop,Apple,11861,3.2,17,54,Apple Laptop premium quality product rating 3.2,0
1208,HP_Smartwatch_1207,Smartwatch,HP,12065,3.1,86,24,HP Smartwatch premium quality product rating 3.1,1
1209,HP_Camera_1208,Camera,HP,96141,4.2,77,25,HP Camera premium quality product rating 4.2,1
1210,Apple_Smartwatch_1209,Smartwatch,Apple,85141,2.9,81,20,Apple Smartwatch premium quality product rating 2.9,1
1211,OnePlus_Camera_1210,Camera,OnePlus,50687,3.2,92,7,OnePlus Camera premium quality product rating 3.2,1
1212,Sony_Smartphone_1211,Smartphone,Sony,52456,4.8,86,21,Sony Smartphone premium quality product rating 4.8,1
1213,HP_Headphones_1212,Headphones,HP,69800,3.2,77,26,HP Headphones premium quality product rating 3.2,0
1214,OnePlus_Camera_1213,Camera,OnePlus,132602,4.6,94,47,OnePlus Camera premium quality product rating 4.6,1
1215,Dell_Smartwatch_1214,Smartwatch,Dell,21043,4.8,17,39,Dell Smartwatch premium quality product rating 4.8,1
1216,Asus_Smartphone_1215,Smartphone,Asus,6875,3.0,57,69,Asus Smartphone premium quality product rating 3.0,1
1217,Sony_Smartwatch_1216,Smartwatch,Sony,80930,4.4,37,5,Sony Smartwatch premium quality product rating 4.4,1
1218,Lenovo_Laptop_1217,Laptop,Lenovo,26352,3.0,79,50,Lenovo Laptop premium quality product rating 3.0,0
1219,HP_Camera_1218,Camera,HP,59213,3.7,65,59,HP Camera premium quality product rating 3.7,1
1220,Dell_Laptop_1219,Laptop,Dell,25389,4.2,42,38,Dell Laptop premium quality product rating 4.2,1
1221,Dell_Smartwatch_1220,Smartwatch,Dell,47782,4.2,18,40,Dell Smartwatch premium quality product rating 4.2,1
1222,Apple_Tablet_1221,Tablet,Apple,31751,4.0,10,59,Apple Tablet premium quality product rating 4.0,1
1223,Sony_Gaming Console_1222,Gaming Console,Sony,130342,4.2,56,62,Sony Gaming Console premium quality product rating 4.2,1
1224,Dell_Television_1223,Television,Dell,95715,4.7,47,56,Dell Television premium quality product rating 4.7,1
1225,Asus_Gaming Console_1224,Gaming Console,Asus,25369,3.6,88,1,Asus Gaming Console premium quality product rating 3.6,0
1226,Sony_Laptop_1225,Laptop,Sony,143905,2.9,94,41,Sony Laptop premium quality product rating 2.9,1
1227,Samsung_Smartphone_1226,Smartphone,Samsung,91784,4.5,85,19,Samsung Smartphone premium quality product rating 4.5,1
1228,OnePlus_Television_1227,Television,OnePlus,135371,3.3,22,19,OnePlus Television premium quality product rating 3.3,0
1229,Lenovo_Camera_1228,Camera,Lenovo,17055,4.5,69,23,Lenovo Camera premium quality product rating 4.5,1
1230,HP_Gaming Console_1229,Gaming Console,HP,115284,3.1,26,65,HP Gaming Console premium quality product rating 3.1,1
1231,Apple_Camera_1230,Camera,Apple,147832,4.4,35,42,Apple Camera premium quality product rating 4.4,1
1232,Samsung_Smartphone_1231,Smartphone,Samsung,18877,3.4,28,28,Samsung Smartphone premium quality product rating 3.4,1
1233,Samsung_Smartwatch_1232,Smartwatch,Samsung,139330,4.5,76,46,Samsung Smartwatch premium quality product rating 4.5,0
1234,OnePlus_Tablet_1233,Tablet,OnePlus,5055,4.0,2,29,OnePlus Tablet premium quality product rating 4.0,0
1235,Dell_Gaming Console_1234,Gaming Console,Dell,147728,3.5,49,0,Dell Gaming Console premium quality product rating 3.5,1
1236,Sony_Television_1235,Television,Sony,126187,3.1,45,67,Sony Television premium quality product rating 3.1,1
1237,Lenovo_Tablet_1236,Tablet,Lenovo,54297,4.6,43,38,Lenovo Tablet premium quality product rating 4.6,1
1238,OnePlus_Headphones_1237,Headphones,OnePlus,98190,3.7,16,0,OnePlus Headphones premium quality product rating 3.7,1
1239,Sony_Gaming Console_1238,Gaming Console,Sony,31613,3.6,81,63,Sony Gaming Console premium quality product rating 3.6,0
1240,OnePlus_Camera_1239,Camera,OnePlus,13572,4.9,30,19,OnePlus Camera premium quality product rating 4.9,0
1241,Apple_Headphones_1240,Headphones,Apple,48209,3.4,4,36,Apple Headphones premium quality product rating 3.4,1
1242,HP_Smartphone_1241,Smartphone,HP,119682,3.6,48,32,HP Smartphone premium quality product rating 3.6,1
1243,Dell_Smartphone_1242,Smartphone,Dell,61866,4.7,10,64,Dell Smartphone premium quality product rating 4.7,1
1244,Dell_Smartphone_1243,Smartphone,Dell,76492,3.2,22,63,Dell Smartphone premium quality product rating 3.2,0
1245,OnePlus_Gaming Console_1244,Gaming Console,OnePlus,110366,4.9,91,5,OnePlus Gaming Console premium quality product rating 4.9,1
1246,Apple_Gaming Console_1245,Gaming Console,Apple,77572,3.2,51,59,Apple Gaming Console premium quality product rating 3.2,0
1247,Samsung_Gaming Console_1246,Gaming Console,Samsung,106437,4.8,14,35,Samsung Gaming Console premium quality product rating 4.8,0
1248,OnePlus_Gaming Console_1247,Gaming Console,OnePlus,39457,3.2,85,27,OnePlus Gaming Console premium quality product rating 3.2,1
1249,Lenovo_Tablet_1248,Tablet,Lenovo,50771,3.6,42,28,Lenovo Tablet premium quality product rating 3.6,0
1250,Samsung_Laptop_1249,Laptop,Samsung,123566,3.9,15,3,Samsung Laptop premium quality product rating 3.9,0
1251,Samsung_Smartwatch_1250,Smartwatch,Samsung,86238,4.8,48,32,Samsung Smartwatch premium quality product rating 4.8,1
1252,Samsung_Television_1251,Television,Samsung,80603,3.5,1,4,Samsung Television premium quality product rating 3.5,1
1253,Dell_Smartphone_1252,Smartphone,Dell,15974,5.0,17,12,Dell Smartphone premium quality product rating 5.0,1
1254,Samsung_Smartwatch_1253,Smartwatch,Samsung,60612,3.6,31,9,Samsung Smartwatch premium quality product rating 3.6,1
1255,Sony_Television_1254,Television,Sony,135993,4.4,30,16,Sony Television premium quality product rating 4.4,1
1256,Apple_Tablet_1255,Tablet,Apple,77833,2.8,4,53,Apple Tablet premium quality product rating 2.8,1
1257,Apple_Headphones_1256,Headphones,Apple,5801,4.9,94,21,Apple Headphones premium quality product rating 4.9,0
1258,Lenovo_Laptop_1257,Laptop,Lenovo,96679,3.0,76,0,Lenovo Laptop premium quality product rating 3.0,1
1259,Samsung_Tablet_1258,Tablet,Samsung,92948,3.5,44,7,Samsung Tablet premium quality product rating 3.5,1
1260,Samsung_Television_1259,Television,Samsung,130074,3.4,11,42,Samsung Television premium quality product rating 3.4,1
1261,Samsung_Television_1260,Television,Samsung,86720,4.3,98,25,Samsung Television premium quality product rating 4.3,1
1262,Sony_Camera_1261,Camera,Sony,113073,3.3,61,60,Sony Camera premium quality product rating 3.3,1
1263,Samsung_Smartwatch_1262,Smartwatch,Samsung,146167,3.5,19,50,Samsung Smartwatch premium quality product rating 3.5,0
1264,HP_Gaming Console_1263,Gaming Console,HP,129746,4.3,25,25,HP Gaming Console premium quality product rating 4.3,0
1265,Sony_Smartphone_1264,Smartphone,Sony,68001,3.1,23,46,Sony Smartphone premium quality product rating 3.1,0
1266,Samsung_Laptop_1265,Laptop,Samsung,39959,2.9,77,34,Samsung Laptop premium quality product rating 2.9,1
1267,HP_Gaming Console_1266,Gaming Console,HP,23847,3.4,72,58,HP Gaming Console premium quality product rating 3.4,1
1268,Lenovo_Laptop_1267,Laptop,Lenovo,24551,3.7,28,36,Lenovo Laptop premium quality product rating 3.7,1
1269,Samsung_Smartphone_1268,Smartphone,Samsung,138558,3.8,10,46,Samsung Smartphone premium quality product rating 3.8,1
1270,Dell_Camera_1269,Camera,Dell,20916,4.6,35,65,Dell Camera premium quality product rating 4.6,1
1271,Sony_Smartphone_1270,Smartphone,Sony,59545,4.6,14,33,Sony Smartphone premium quality product rating 4.6,1
1272,Samsung_Gaming Console_1271,Gaming Console,Samsung,115777,3.3,30,24,Samsung Gaming Console premium quality product rating 3.3,0
1273,OnePlus_Headphones_1272,Headphones,OnePlus,21091,4.1,3,66,OnePlus Headphones premium quality product rating 4.1,1
1274,Apple_Camera_1273,Camera,Apple,76309,4.6,62,20,Apple Camera premium quality product rating 4.6,0
1275,Sony_Tablet_1274,Tablet,Sony,14491,3.0,47,51,Sony Tablet premium quality product rating 3.0,0
1276,Dell_Headphones_1275,Headphones,Dell,92086,4.5,48,51,Dell Headphones premium quality product rating 4.5,1
1277,Sony_Smartwatch_1276,Smartwatch,Sony,33876,4.1,4,47,Sony Smartwatch premium quality product rating 4.1,1
1278,Samsung_Camera_1277,Camera,Samsung,66260,3.8,58,18,Samsung Camera premium quality product rating 3.8,0
1279,HP_Smartphone_1278,Smartphone,HP,147412,3.3,66,9,HP Smartphone premium quality product rating 3.3,1
1280,Samsung_Television_1279,Television,Samsung,117328,4.7,84,14,Samsung Television premium quality product rating 4.7,1
1281,OnePlus_Smartphone_1280,Smartphone,OnePlus,127013,2.9,62,46,OnePlus Smartphone premium quality product rating 2.9,0
1282,Apple_Laptop_1281,Laptop,Apple,84071,4.8,3,11,Apple Laptop premium quality product rating 4.8,1
1283,OnePlus_Camera_1282,Camera,OnePlus,44994,4.2,63,61,OnePlus Camera premium quality product rating 4.2,1
1284,Lenovo_Headphones_1283,Headphones,Lenovo,6312,4.9,76,14,Lenovo Headphones premium quality product rating 4.9,1
1285,Lenovo_Smartwatch_1284,Smartwatch,Lenovo,80542,4.6,97,44,Lenovo Smartwatch premium quality product rating 4.6,1
1286,Asus_Gaming Console_1285,Gaming Console,Asus,74619,2.7,64,45,Asus Gaming Console premium quality product rating 2.7,1
1287,Dell_Camera_1286,Camera,Dell,55762,2.9,62,51,Dell Camera premium quality product rating 2.9,1
1288,Sony_Smartphone_1287,Smartphone,Sony,112157,3.8,72,24,Sony Smartphone premium quality product rating 3.8,1
1289,Apple_Laptop_1288,Laptop,Apple,120844,3.6,89,7,Apple Laptop premium quality product rating 3.6,0
1290,HP_Tablet_1289,Tablet,HP,19963,4.5,65,21,HP Tablet premium quality product rating 4.5,1
1291,Lenovo_Camera_1290,Camera,Lenovo,113241,3.5,82,66,Lenovo Camera premium quality product rating 3.5,1
1292,Asus_Gaming Console_1291,Gaming Console,Asus,67784,2.6,27,4,Asus Gaming Console premium quality product rating 2.6,1
1293,OnePlus_Smartphone_1292,Smartphone,OnePlus,56310,2.5,76,29,OnePlus Smartphone premium quality product rating 2.5,0
1294,Apple_Headphones_1293,Headphones,Apple,74672,3.2,2,22,Apple Headphones premium quality product rating 3.2,1
1295,OnePlus_Television_1294,Television,OnePlus,76688,4.8,27,50,OnePlus Television premium quality product rating 4.8,1
1296,Lenovo_Smartphone_1295,Smartphone,Lenovo,123371,4.5,63,50,Lenovo Smartphone premium quality product rating 4.5,1
1297,Asus_Tablet_1296,Tablet,Asus,41558,2.6,68,32,Asus Tablet premium quality product rating 2.6,0
1298,OnePlus_Headphones_1297,Headphones,OnePlus,74224,3.2,20,11,OnePlus Headphones premium quality product rating 3.2,1
1299,Dell_Camera_1298,Camera,Dell,148588,4.7,25,11,Dell Camera premium quality product rating 4.7,1
1300,OnePlus_Headphones_1299,Headphones,OnePlus,142521,4.8,89,48,OnePlus Headphones premium quality product rating 4.8,1
1301,Apple_Smartphone_1300,Smartphone,Apple,80591,4.6,99,18,Apple Smartphone premium quality product rating 4.6,1
1302,Lenovo_Camera_1301,Camera,Lenovo,93207,4.5,14,0,Lenovo Camera premium quality product rating 4.5,1
1303,OnePlus_Smartphone_1302,Smartphone,OnePlus,124641,3.2,80,13,OnePlus Smartphone premium quality product rating 3.2,1
1304,Asus_Gaming Console_1303,Gaming Console,Asus,37161,3.1,74,22,Asus Gaming Console premium quality product rating 3.1,1
1305,HP_Gaming Console_1304,Gaming Console,HP,132337,4.5,68,62,HP Gaming Console premium quality product rating 4.5,1
1306,Samsung_Smartphone_1305,Smartphone,Samsung,66264,2.5,64,31,Samsung Smartphone premium quality product rating 2.5,1
1307,Dell_Television_1306,Television,Dell,49225,4.1,24,10,Dell Television premium quality product rating 4.1,1
1308,Samsung_Gaming Console_1307,Gaming Console,Samsung,118050,2.7,52,27,Samsung Gaming Console premium quality product rating 2.7,1
1309,Dell_Gaming Console_1308,Gaming Console,Dell,135697,4.0,93,46,Dell Gaming Console premium quality product rating 4.0,0
1310,Lenovo_Smartphone_1309,Smartphone,Lenovo,49135,3.3,78,43,Lenovo Smartphone premium quality product rating 3.3,1
1311,Dell_Camera_1310,Camera,Dell,96270,2.6,10,9,Dell Camera premium quality product rating 2.6,1
1312,Dell_Gaming Console_1311,Gaming Console,Dell,42412,4.8,43,51,Dell Gaming Console premium quality product rating 4.8,1
